claim_number,age_of_driver,safty_rating,annual_income,living_status,vehicle_category,vehicle_price,fraud
28083,34,56,35275,Own,Large,9997.150572,0
14524,36,59,35840,Rent,Medium,12561.03824,0
24394,54,93,39895,Own,Medium,12580.52474,0
3615,34,87,35260,Rent,Compact,34679.78593,0
4614,63,87,41442,Own,Medium,28038.81975,0
5895,28,90,33321,Rent,Compact,2785.347011,0
25688,44,50,37846,Own,Compact,26591.10507,1
10718,44,75,37856,Own,Medium,35821.89772,0
28012,41,84,37137,Own,Compact,29681.07199,0
20394,37,94,36107,Own,Medium,40284.30416,0
14843,60,72,40944,Rent,Compact,12070.04437,0
29280,33,53,34968,Rent,Compact,35661.68705,0
24024,46,94,38302,Own,Compact,19520.98991,0
27948,52,80,39500,Own,Compact,17270.17679,0
22062,50,63,39116,Rent,Medium,20891.15912,0
20788,58,94,40614,Own,Compact,31379.07934,0
23511,62,87,41280,Own,Medium,26118.89513,0
8725,40,81,36894,Own,Large,12595.08056,0
14559,48,87,38719,Own,Compact,15321.16954,0
28721,61,69,41119,Rent,Medium,14472.20962,0
7309,30,77,34015,Own,Large,23052.50688,0
26595,38,84,36387,Rent,Large,15930.5542,1
8382,37,77,36104,Own,Compact,25204.44585,0
29055,40,91,36900,Rent,Compact,11740.78315,0
14988,49,97,38924,Own,Compact,13607.104180000002,0
8230,46,87,38282,Rent,Large,24990.24752,0
9125,36,67,35827,Own,Large,19123.20681,0
8457,49,85,38909,Rent,Compact,18869.39782,1
23351,66,23,41890,Own,Large,32680.32543,0
24010,54,77,39900,Rent,Compact,27415.39078,0
8513,28,85,33332,Rent,Medium,11941.44527,1
29317,30,84,34018,Own,Large,29904.026830000003,0
20529,42,55,37392,Own,Large,21278.51817,0
11265,42,76,37380,Own,Compact,22727.65947,1
15416,22,52,30922,Rent,Medium,15563.091219999998,0
10154,21,91,30445,Rent,Medium,33270.46585,1
649,37,24,36106,Own,Compact,31673.20086,0
17642,44,56,37866,Own,Medium,59211.0419,0
26718,48,79,38727,Rent,Large,35147.54764,1
15190,42,72,37384,Rent,Compact,21242.41364,0
12759,40,95,36904,Rent,Compact,20314.77576,0
22489,33,70,34948,Rent,Large,17061.966,0
2537,25,94,32179,Rent,Compact,16529.37707,0
20831,48,96,38716,Own,Medium,39631.26262,0
1841,36,62,35825,Own,Medium,24381.55966,0
2075,65,72,41745,Rent,Large,23186.11053,0
16542,47,76,38493,Own,Large,42016.25843,0
15024,26,75,32570,Rent,Medium,19140.58844,0
24373,49,82,38921,Rent,Medium,17870.07407,1
15411,29,79,33674,Rent,Medium,24265.29195,0
6252,30,70,34032,Own,Medium,8330.991716,0
13712,34,85,35272,Own,Large,16235.085119999998,0
5933,42,86,37379,Own,Large,21590.11377,0
23568,40,55,36885,Rent,Medium,5158.796497,0
3661,56,72,40247,Rent,Medium,21211.74922,0
25147,44,62,37856,Rent,Compact,27933.98343,1
9887,54,59,39890,Rent,Medium,20525.17447,0
14504,57,93,40435,Own,Compact,13620.39247,0
18426,29,79,33670,Rent,Large,127063.506,0
27141,46,58,38283,Own,Medium,39662.73267,0
18362,77,75,43436,Rent,Compact,13293.64483,1
6039,27,65,32960,Rent,Compact,17608.46934,0
12651,58,84,40595,Rent,Compact,7154.144057,0
28219,44,75,37835,Rent,Medium,13368.95164,0
16125,20,94,29978,Rent,Medium,16205.98923,0
10946,64,68,41579,Rent,Medium,29747.15495,0
17318,26,75,32594,Rent,Medium,48188.15853,0
8232,41,77,37123,Own,Compact,23591.75657,0
2734,38,96,36369,Own,Medium,26355.7255,0
14234,58,82,40605,Own,Large,12508.0225,0
1969,53,86,39690,Rent,Medium,24483.88359,0
23601,29,84,33681,Rent,Compact,9007.791171,0
19352,51,97,39314,Rent,Large,6820.08311,0
23032,18,89,28896,Rent,Compact,27258.41764,0
29963,29,85,33671,Rent,Large,16355.13514,0
13493,68,62,42207,Rent,Large,22682.88881,0
14970,48,55,38708,Own,Large,14478.92402,0
22975,31,9,34358,Own,Medium,12160.64862,0
8218,52,90,39502,Own,Medium,35293.98186,0
9851,39,70,36651,Own,Compact,20143.93101,0
21748,35,92,35547,Own,Medium,27135.80708,0
16483,31,84,34324,Own,Large,30474.86659,1
12035,26,63,32573,Rent,Medium,13821.49903,0
2186,55,11,40063,Rent,Compact,31825.48221,0
7515,31,59,34337,Own,Medium,11722.1849,0
13143,48,98,38727,Own,Large,25450.03653,0
9404,53,57,39693,Own,Medium,19008.22762,0
24214,52,86,39516,Own,Medium,22604.56082,0
1532,35,93,35528,Own,Compact,20136.37359,0
12763,34,82,35274,Rent,Medium,27230.98124,1
6081,51,61,39339,Rent,Large,16047.00033,0
29717,30,81,34009,Own,Compact,2998.122503,0
21576,49,88,38913,Rent,Medium,10286.23849,0
9145,43,75,37623,Own,Compact,22007.76197,0
12355,32,78,34669,Rent,Compact,11553.27329,1
20241,41,52,37128,Own,Medium,10426.70993,1
2023,59,62,40778,Own,Large,13712.74412,0
14148,40,81,36884,Own,Compact,13298.4115,0
5372,51,57,39313,Rent,Medium,15904.45664,0
8088,47,62,38494,Own,Compact,19227.29096,0
24293,42,72,37369,Rent,Large,9686.962037,0
3693,33,87,34976,Rent,Compact,9666.74928,0
23943,36,55,35848,Rent,Compact,13154.22348,0
19884,43,73,37606,Rent,Medium,4621.684714,0
27802,53,70,39711,Rent,Medium,40680.86711,0
17403,46,89,38302,Own,Compact,8298.848159000001,0
21915,49,60,38910,Own,Compact,9171.465945999998,0
17358,37,80,36111,Rent,Compact,18612.41352,0
23934,33,61,34962,Rent,Compact,22167.83285,0
14820,28,50,33321,Rent,Large,19228.832130000003,0
5941,56,91,40253,Rent,Medium,5664.516726,0
19919,37,49,36109,Rent,Compact,24475.35864,0
26289,36,87,35831,Own,Compact,38125.25047,0
18245,42,78,37382,Rent,Medium,15244.38181,0
29452,35,86,35545,Rent,Medium,25886.99968,0
28761,32,63,34649,Own,Compact,20568.43895,0
1730,70,93,42516,Own,Medium,36917.79865,0
15746,57,75,40434,Own,Large,24618.82696,0
18513,25,90,32173,Rent,Large,18157.41524,0
29459,50,85,39108,Rent,Large,58177.5544,0
25435,62,84,41263,Rent,Medium,8837.296796999999,0
14908,70,64,42481,Own,Large,8436.728721,0
20876,58,80,40601,Rent,Compact,20256.60081,0
18050,45,70,38066,Rent,Large,8345.443698000001,0
6050,51,45,39316,Own,Medium,13966.85335,0
7779,37,81,36100,Rent,Compact,17759.33322,0
16064,47,60,38504,Rent,Large,15050.44597,0
7811,47,92,38496,Rent,Large,23618.93849,1
17593,30,70,34010,Rent,Large,5165.383959000001,0
19979,41,20,37131,Own,Medium,21321.46337,0
21384,55,65,40066,Own,Compact,36126.08518,1
24922,50,91,39127,Own,Compact,21008.06659,1
26617,43,59,37608,Own,Large,19142.72527,0
13392,60,90,40951,Own,Medium,23534.21765,0
14623,44,91,37835,Own,Compact,2663.999999,0
17860,52,75,39523,Own,Compact,10665.47054,0
2010,63,86,41428,Own,Compact,9612.22611,0
11460,54,69,39887,Rent,Medium,43386.83096,0
7308,52,45,39515,Own,Large,29607.70301,0
17487,79,59,43709,Own,Compact,9248.598767,0
27991,38,79,36380,Rent,Compact,11157.16444,0
21084,42,73,37390,Own,Medium,27049.60518,0
14603,44,45,37842,Own,Compact,25071.92797,0
21587,41,88,37139,Rent,Compact,16752.96617,1
21350,73,67,42917,Rent,Compact,25540.97408,0
469,44,49,37832,Own,Medium,10074.26286,0
20165,45,79,38076,Own,Medium,12065.03582,1
28872,35,55,35540,Own,Large,26348.45264,0
17037,62,42,41269,Rent,Large,24907.53523,0
22185,22,61,30902,Own,Compact,16878.16755,0
519,33,85,34970,Rent,Compact,17988.79129,0
25043,21,71,30441,Rent,Compact,49244.56655,0
2682,64,69,41595,Own,Compact,12775.62192,0
9847,31,84,34339,Rent,Medium,27283.76562,0
8133,55,85,40075,Own,Compact,32238.392000000003,1
23928,56,67,40252,Rent,Compact,24547.20252,1
19006,47,92,38486,Own,Medium,39070.77816,0
6543,44,68,37853,Rent,Medium,9752.250558,0
18929,34,96,35273,Own,Medium,9198.341206,0
10897,50,91,39133,Own,Compact,22709.10786,1
1233,44,55,37852,Own,Large,26382.16142,1
24339,53,39,39710,Own,Large,7391.531812,0
13316,62,76,41270,Own,Medium,25866.6935,0
1640,46,48,38287,Own,Medium,12638.96086,0
6631,56,78,40258,Own,Medium,25969.9309,0
24697,33,90,34961,Own,Medium,5482.3367530000005,1
14452,32,78,34642,Own,Large,6587.542969,1
962,22,86,30913,Rent,Medium,15407.940169999998,0
18146,45,59,38063,Own,Large,14538.01976,0
12797,47,54,38504,Rent,Large,20579.18747,0
1691,36,64,35835,Own,Medium,16168.336830000002,0
4720,40,80,36897,Rent,Compact,14417.11246,0
26858,26,86,32573,Own,Large,16008.41934,0
13281,54,76,39899,Own,Compact,24241.8887,0
27643,38,62,36394,Rent,Large,6079.810458,1
24540,52,77,39501,Own,Large,18458.22694,0
17330,38,76,36369,Own,Medium,11794.76655,0
27080,32,74,34644,Own,Medium,12420.22121,0
13867,61,79,41114,Own,Medium,10098.69211,0
11330,78,40,43565,Rent,Compact,38513.93397,0
9236,41,84,37141,Rent,Medium,17013.98918,0
18618,42,80,37376,Rent,Large,16594.12991,0
14879,51,80,39322,Rent,Large,23259.68439,0
10831,54,76,39891,Rent,Compact,24147.56936,0
18838,38,58,36408,Own,Compact,20321.46712,0
17269,62,70,41280,Own,Medium,17880.33687,0
27775,44,94,37846,Own,Compact,24279.27177,0
21612,63,85,41440,Rent,Medium,10202.62824,0
7432,31,100,34346,Own,Compact,18236.98527,0
25411,51,77,39322,Own,Compact,9153.735766,0
5213,44,71,37841,Rent,Compact,18207.91657,0
18018,47,94,38518,Rent,Large,16782.63152,0
28593,51,79,39310,Rent,Compact,31593.75988,0
19968,57,76,40441,Rent,Medium,11775.61118,0
24224,49,76,38905,Own,Medium,12519.93659,1
28662,41,69,37125,Own,Compact,8301.459526,0
10041,29,83,33659,Own,Compact,9572.309443,0
15550,40,91,36875,Own,Large,4708.00457,1
22847,42,94,37380,Rent,Large,24480.58434,0
14715,66,52,41901,Own,Compact,15161.83274,1
15299,31,64,34333,Own,Large,11453.07842,0
9220,33,79,34979,Rent,Large,6443.564723,0
13887,60,63,40934,Own,Medium,11464.99595,0
4050,28,55,33307,Rent,Medium,11650.59629,0
15659,45,73,38079,Own,Compact,17792.27184,1
7455,38,97,36375,Own,Large,9703.051989,0
2109,47,67,38490,Own,Large,42734.23059,0
23909,52,61,39523,Own,Medium,18535.78099,0
9585,46,98,38297,Rent,Large,27253.28434,0
13544,55,49,40075,Own,Large,23660.63714,0
19624,52,50,39512,Own,Large,34374.712360000005,0
21847,56,85,40253,Own,Large,24673.11182,0
16576,41,55,37144,Own,Medium,22455.89983,0
21979,47,75,38498,Rent,Compact,22939.884680000003,0
29674,68,53,42198,Own,Medium,17632.19755,0
9652,37,85,36108,Rent,Medium,26354.11378,0
16119,26,78,32594,Rent,Medium,34504.345239999995,0
1704,36,86,35844,Own,Medium,17989.82104,0
11710,29,69,33643,Own,Compact,33653.00536,0
8833,38,79,36366,Rent,Medium,17849.435390000002,0
9555,32,75,34658,Own,Large,40561.98156,1
13957,37,71,36093,Own,Compact,50036.89613,0
8667,30,69,34016,Rent,Compact,6325.536544,0
21562,35,80,35570,Own,Medium,25077.12899,0
9775,62,47,41271,Rent,Compact,28407.773460000004,0
20240,53,92,39700,Own,Large,12954.49232,0
22357,42,66,37376,Rent,Compact,17006.339340000002,0
2141,59,68,40778,Rent,Compact,39890.90645,0
12818,60,79,40941,Own,Large,31344.6847,0
29032,38,80,36381,Own,Large,14094.28217,0
21053,47,57,38491,Rent,Large,18080.41279,0
28542,47,16,38496,Own,Medium,6951.812808,0
658,36,34,35834,Own,Compact,12157.44005,0
6335,32,87,34646,Own,Compact,11376.2453,0
2122,47,79,38507,Own,Compact,41251.61279,0
27154,62,78,41276,Rent,Medium,27513.54417,0
29207,44,76,37840,Rent,Compact,21619.87009,0
11822,34,72,35282,Rent,Medium,24025.44585,0
3884,38,45,36387,Rent,Large,41866.72252,1
16558,42,55,37379,Rent,Medium,31918.358010000004,0
4927,24,81,31776,Rent,Compact,5111.741666,1
132,32,66,34676,Own,Compact,18070.36651,0
28869,30,84,34028,Rent,Medium,22807.95311,0
24139,54,85,39891,Own,Compact,15316.25336,0
24472,48,70,38713,Own,Medium,14191.27078,0
7697,36,62,35809,Own,Medium,20533.26259,0
2627,35,71,35551,Own,Compact,24965.5808,0
2754,42,84,37378,Own,Large,20124.3894,0
20462,52,72,39508,Rent,Large,32696.86975,0
26488,42,53,37375,Rent,Large,32646.58797,0
15558,31,86,34325,Own,Compact,30031.81738,0
1186,39,43,36635,Own,Medium,11653.76397,0
5489,37,72,36122,Rent,Large,29371.92388,0
5640,48,80,38710,Own,Medium,24154.72082,0
25348,47,61,38494,Rent,Medium,17680.93361,1
29778,50,86,39131,Own,Large,19372.85003,0
439,41,61,37138,Rent,Large,36995.43472,1
1983,55,40,40071,Rent,Medium,20105.70004,0
26274,54,82,39899,Rent,Large,26816.80194,0
14212,48,63,38704,Rent,Compact,22271.8493,0
15872,37,88,36121,Rent,Large,16115.12727,0
2795,39,84,36649,Own,Compact,30235.96176,1
1912,39,74,36651,Own,Medium,19673.0138,1
7292,30,92,34013,Own,Compact,15281.63123,0
4910,51,67,39329,Rent,Large,14623.09304,0
29552,57,70,40443,Own,Medium,25901.08809,0
24755,59,62,40768,Own,Large,30112.20177,1
17063,41,57,37120,Rent,Compact,17737.61416,0
7254,39,81,36623,Rent,Medium,39157.37453,1
9752,53,93,39696,Own,Large,26074.12643,0
12732,42,90,37390,Rent,Medium,23210.460430000003,0
5131,25,91,32199,Rent,Compact,20225.93093,1
12978,71,79,42625,Own,Large,20246.75439,0
14656,72,87,42766,Rent,Medium,24518.39262,0
14924,42,63,37378,Rent,Large,16109.32132,0
13910,61,71,41119,Own,Medium,25529.27314,0
23866,47,77,38503,Rent,Large,26709.97652,0
21992,32,84,34656,Rent,Medium,36814.87147,0
28931,48,18,38717,Own,Large,23200.65967,0
11514,23,64,31347,Rent,Large,20053.08474,0
5554,38,94,36381,Own,Compact,22492.1262,0
879,29,60,33672,Own,Compact,50863.59814,0
14218,32,57,34666,Rent,Large,42412.11758,0
26304,36,85,35834,Own,Large,28662.230010000003,0
23977,49,71,38921,Rent,Large,6637.04841,0
29380,26,54,32592,Rent,Large,21681.17632,0
16853,58,84,40627,Rent,Compact,8077.791391,0
2793,52,82,39511,Own,Medium,9885.4734,0
7180,35,67,35529,Own,Large,12587.44665,0
29749,42,92,37366,Own,Large,31377.759360000004,0
6156,60,70,40960,Own,Compact,14054.39522,0
16234,36,90,35829,Rent,Compact,8654.131729,0
26681,64,89,41590,Own,Large,10294.17673,0
4169,36,79,35806,Rent,Large,14459.12718,1
19367,49,69,38914,Rent,Medium,33098.56595,0
15716,33,87,34964,Rent,Medium,11975.58194,1
219,34,62,35269,Own,Large,25412.59294,0
22661,46,79,38288,Own,Large,28437.077210000003,0
20004,44,37,37845,Rent,Compact,15260.90749,0
20439,25,76,32189,Rent,Compact,5352.969403,0
14071,54,61,39897,Own,Compact,21524.06544,0
155,57,93,40426,Own,Compact,19893.24245,0
28915,34,76,35267,Rent,Large,12403.35285,0
26401,42,80,37382,Own,Large,23500.04103,1
9097,57,81,40430,Own,Compact,14494.35861,0
24895,51,89,39306,Rent,Compact,44842.29662,0
19150,39,82,36615,Own,Compact,28493.75827,1
15255,46,82,38288,Own,Compact,25052.89141,0
1671,41,77,37132,Own,Medium,17727.55458,1
11878,28,61,33328,Rent,Large,28273.895160000004,0
22420,30,95,34012,Own,Compact,17892.84145,0
5016,68,43,42179,Rent,Medium,17713.968409999998,0
23563,52,89,39502,Own,Compact,10980.8807,0
7798,62,48,41281,Rent,Medium,9147.282372,0
13829,31,69,34332,Rent,Medium,38062.30702,0
23820,49,56,38931,Own,Compact,46757.35573,1
12756,36,5,35843,Rent,Large,17320.20824,0
18341,35,82,35546,Rent,Medium,28754.73373,0
1990,41,64,37140,Rent,Large,26112.15312,0
16174,29,84,33677,Rent,Medium,12855.16897,0
2656,53,76,39701,Own,Compact,20787.31004,0
28039,56,88,40255,Own,Large,20261.21414,0
5659,46,92,38286,Own,Compact,15606.44085,0
21887,27,96,32968,Rent,Medium,24832.21186,0
12081,57,76,40425,Rent,Compact,25355.32587,0
16394,71,89,42623,Own,Compact,17643.879869999997,0
20536,46,50,38292,Own,Medium,29496.13708,0
11840,31,93,34331,Rent,Large,19359.90439,0
16509,43,83,37609,Own,Large,20351.6281,0
3752,68,79,42183,Rent,Large,22903.37921,0
15552,31,72,34345,Rent,Compact,36128.29232,0
18819,30,45,33993,Own,Medium,35599.92124,0
15386,57,74,40418,Own,Medium,25856.43582,0
3453,33,50,34951,Own,Medium,36393.59244,0
23833,61,46,41104,Own,Large,16312.17355,0
20738,22,77,30915,Own,Compact,30401.57127,0
12840,56,45,40256,Rent,Medium,25391.41049,0
24061,67,47,42056,Rent,Large,15730.63273,0
23993,60,92,40943,Own,Large,22050.10659,0
12163,29,91,33674,Own,Large,6341.133635,0
23031,38,86,36367,Own,Compact,24676.34677,0
19902,49,81,38920,Own,Compact,21577.87829,1
2637,44,61,37858,Own,Compact,16579.5671,0
17407,41,15,37124,Rent,Medium,74425.48716,0
8566,44,66,37824,Own,Large,27809.53825,0
17762,40,42,36875,Rent,Medium,20417.22407,0
14287,45,89,38052,Own,Medium,22976.61625,0
20295,54,87,39894,Own,Medium,11956.1714,0
21548,47,70,38499,Rent,Large,24771.15161,0
14264,55,91,40086,Own,Large,15546.3745,0
4882,35,90,35558,Own,Medium,19722.84243,0
11360,54,68,39885,Own,Medium,17068.63665,1
10088,37,66,36108,Own,Large,41661.067910000005,0
19412,51,60,39327,Own,Compact,48898.75271,0
4527,55,76,40082,Own,Large,26815.04154,0
384,42,89,37390,Rent,Compact,32152.7755,1
3975,36,62,35839,Rent,Medium,17245.08874,1
25466,50,77,39107,Rent,Compact,21420.52602,0
19102,33,89,34972,Rent,Compact,23759.52311,0
23263,55,57,40083,Rent,Large,58589.70431,0
4579,38,88,36369,Rent,Compact,39263.33305,0
8356,29,91,33656,Rent,Compact,5042.309314,0
8851,55,80,40069,Own,Large,43711.85117,0
20253,55,52,40080,Own,Large,23049.24224,0
17806,25,70,32194,Rent,Compact,30142.88595,0
18810,57,89,40445,Rent,Medium,13478.34054,0
12095,50,63,39120,Own,Medium,10133.03522,0
27972,39,78,36645,Rent,Compact,12739.87998,0
14308,26,79,32576,Rent,Large,11146.3395,0
3645,26,78,32595,Rent,Large,44335.51329,0
23888,70,77,42490,Own,Compact,14076.39394,0
21262,53,80,39709,Own,Compact,27601.79197,0
9377,29,81,33672,Rent,Large,16835.13131,0
3982,67,83,42039,Own,Medium,33196.41965,0
22204,52,31,39516,Own,Large,23756.26178,0
2405,34,85,35256,Rent,Medium,41385.71831,0
15502,59,88,40772,Own,Medium,16936.85721,1
3685,40,66,36897,Rent,Compact,10870.55463,0
29009,35,70,35545,Own,Large,35085.19292,0
12177,28,75,33337,Rent,Large,32630.466010000004,0
17472,51,94,39329,Own,Large,30248.553010000003,0
15865,50,90,39125,Own,Medium,14633.53394,0
13651,43,74,37627,Rent,Large,30406.17915,1
1092,30,75,34018,Own,Medium,17591.502,0
22621,50,79,39134,Rent,Medium,9010.153911,0
24926,53,82,39718,Rent,Medium,22273.27266,0
4022,39,77,36641,Own,Large,54728.88807000001,0
20833,31,72,34349,Own,Compact,27876.58152,0
12442,83,83,44196,Own,Large,14887.34876,0
1104,36,79,35838,Own,Compact,44156.42459,0
26246,38,88,36370,Rent,Compact,11177.42081,0
22163,47,62,38513,Own,Medium,17129.25334,1
28690,40,77,36869,Own,Medium,31039.42094,0
5052,50,91,39121,Own,Medium,23508.23272,0
14821,42,83,37379,Own,Large,15751.42372,0
10627,49,61,38922,Rent,Medium,18296.72192,0
24041,30,79,34008,Own,Compact,40370.18628,0
18007,53,92,39709,Own,Compact,28310.33432,1
1430,36,82,35849,Own,Medium,6415.951745,0
28643,43,78,37594,Rent,Medium,35437.98808,0
8682,39,58,36636,Rent,Large,12652.74393,1
23094,55,75,40092,Rent,Large,32957.57995,0
18198,41,90,37110,Own,Large,13770.13635,0
16295,58,74,40603,Own,Compact,40502.83181,0
13856,32,68,34662,Rent,Medium,27978.04137,1
20049,45,85,38068,Own,Medium,12127.16993,1
16371,35,86,35544,Rent,Medium,16487.67238,0
14675,46,72,38288,Own,Compact,22946.44318,0
4017,46,91,38281,Own,Large,21628.0596,0
28731,52,59,39519,Own,Large,4030.749094,0
13406,44,87,37842,Rent,Large,34171.96386,0
15859,27,86,32958,Rent,Large,20835.36777,0
2595,59,33,40761,Own,Medium,33039.9047,0
11665,44,70,37858,Rent,Medium,26032.45543,1
5019,31,66,34341,Rent,Large,15577.19467,0
3933,34,95,35266,Own,Medium,38796.30363,1
21230,29,79,33662,Rent,Medium,3835.726604,0
12091,44,76,37847,Own,Medium,22729.2728,0
7784,55,70,40070,Own,Large,13811.03646,1
22119,52,78,39519,Own,Medium,7312.180162000001,0
3984,20,75,29956,Rent,Large,13274.67139,0
3220,59,52,40763,Own,Compact,17975.525319999997,1
10574,32,58,34658,Rent,Compact,19974.16951,0
24448,37,84,36111,Rent,Compact,7110.824517,0
27943,39,96,36640,Own,Medium,8733.636965,0
5868,63,51,41438,Own,Medium,13948.34729,0
23151,60,47,40955,Own,Compact,37243.12744,1
16046,47,86,38525,Own,Large,32689.70234,0
8780,34,60,35253,Rent,Compact,17513.98749,0
22138,44,88,37863,Own,Medium,19883.24173,0
5695,42,77,37371,Own,Large,13539.84487,0
28033,33,65,34962,Own,Large,15393.77882,0
426,53,30,39711,Own,Large,36835.40834,0
24665,53,74,39696,Own,Compact,15534.36284,0
4039,46,88,38312,Own,Medium,37882.19232,0
23847,41,83,37109,Own,Medium,58167.63888,0
16894,63,87,41437,Own,Medium,10448.97352,0
17102,43,60,37632,Rent,Large,4884.838894,0
4930,53,74,39709,Own,Compact,15322.15884,0
26379,54,93,39888,Rent,Compact,14907.47336,0
26420,47,65,38499,Own,Large,6266.676755,0
21336,47,90,38505,Own,Large,8679.988214,0
24415,53,76,39710,Own,Large,25501.07988,0
16326,55,83,40059,Rent,Large,15104.86202,0
19226,59,96,40761,Own,Compact,13707.68258,0
4058,30,81,34005,Rent,Compact,16857.656000000003,0
14401,32,68,34655,Rent,Medium,35012.12273,0
10904,22,93,30910,Own,Large,11880.02903,0
27843,30,86,34016,Own,Medium,28845.83368,0
3764,55,59,40079,Rent,Compact,25318.29498,0
25553,49,36,38906,Own,Compact,74300.6778,0
22941,29,91,33662,Rent,Compact,11828.757259999998,0
10984,50,93,39120,Own,Medium,6979.253476000001,1
28763,60,34,40938,Rent,Large,35877.72238,1
3049,32,71,34654,Rent,Compact,31956.048430000003,0
17025,36,56,35828,Own,Large,12835.79176,0
21286,27,57,32975,Rent,Compact,10476.28,0
17948,72,87,42780,Rent,Large,17133.3468,0
29863,41,53,37126,Own,Large,28440.03809,0
4971,29,65,33672,Rent,Compact,16537.63423,0
7944,49,94,38914,Own,Compact,17296.81838,0
27737,51,77,39315,Rent,Large,18780.05038,0
8322,40,59,36876,Rent,Compact,11495.12352,0
14945,32,72,34659,Rent,Large,19443.95431,0
18240,24,83,31794,Rent,Large,31034.52409,1
8522,48,10,38713,Rent,Compact,17690.19919,1
10734,54,72,39903,Own,Large,12265.10543,0
25004,22,69,30913,Rent,Compact,11586.60179,1
16343,31,64,34358,Own,Medium,13224.7876,1
1593,23,91,31346,Rent,Compact,24334.7029,0
24341,46,74,38280,Rent,Large,17114.04391,1
16501,46,43,38304,Own,Compact,8210.782016,0
15620,28,59,33309,Rent,Large,11195.73032,0
29535,59,53,40771,Rent,Compact,15892.43587,0
7827,39,68,36657,Own,Medium,16281.85334,0
19811,39,86,36639,Own,Compact,22238.93938,0
26072,29,48,33668,Rent,Medium,20920.3439,1
29597,47,88,38500,Rent,Large,17938.01469,1
21494,56,57,40248,Own,Medium,14668.48189,0
24176,29,47,33678,Own,Medium,29328.20507,1
5360,28,67,33332,Rent,Compact,31373.76517,1
20406,51,62,39318,Rent,Compact,35992.32936,0
24620,51,73,39315,Rent,Compact,42177.99535,0
6354,34,77,35264,Rent,Medium,16670.50938,0
2621,58,73,40609,Rent,Compact,11832.24798,0
15573,21,83,30450,Rent,Compact,25607.17454,0
7266,35,78,35574,Own,Large,14158.773990000002,0
25169,57,74,40421,Own,Large,17830.96143,0
10865,52,92,39508,Own,Medium,26300.2354,1
7898,47,83,38511,Own,Medium,12723.69191,0
26296,41,83,37139,Own,Medium,5229.661892,0
2953,26,99,32586,Rent,Compact,62095.30022999999,1
11947,26,89,32595,Rent,Compact,16384.10702,0
15710,42,55,37378,Rent,Compact,26498.17593,1
19683,34,86,35263,Own,Compact,8473.15728,1
8314,65,83,41748,Rent,Compact,14642.82802,0
29413,35,86,35553,Own,Large,13320.68452,0
26124,68,75,42199,Own,Large,22005.65575,0
12110,25,85,32207,Rent,Medium,46904.88223,0
27700,45,86,38060,Own,Compact,38613.55358,0
6751,30,87,33994,Own,Large,36319.74626,1
12490,79,77,43704,Own,Compact,31591.28517,0
49,32,89,34654,Own,Compact,23283.72654,0
26866,46,71,38274,Own,Large,22494.31822,0
1178,54,60,39916,Rent,Compact,8725.206448,0
13037,37,61,36091,Rent,Large,19758.15601,0
15545,34,57,35263,Own,Medium,13788.712919999998,0
1128,51,86,39313,Own,Medium,21761.8285,0
20289,29,93,33680,Rent,Compact,27758.863910000004,1
15920,37,90,36120,Own,Large,31157.026910000004,0
13379,29,82,33666,Rent,Compact,24222.18264,1
19633,40,80,36878,Own,Medium,10748.69427,0
29120,38,74,36381,Own,Medium,38934.38868,0
29313,33,65,34956,Own,Large,28457.55754,0
18766,40,78,36901,Rent,Compact,22126.41094,0
12111,48,75,38729,Rent,Large,10110.32431,0
4070,50,84,39127,Rent,Medium,23022.32075,0
10327,32,76,34664,Rent,Large,16722.85105,1
18795,54,87,39890,Own,Medium,23563.36897,0
24678,42,77,37378,Rent,Large,15805.1198,0
25500,23,81,31359,Rent,Large,14617.67946,1
9019,33,72,34952,Own,Large,22960.3103,0
18450,70,81,42482,Rent,Large,20352.32135,0
26173,30,86,34022,Rent,Compact,36090.31725,0
25361,44,69,37847,Own,Compact,10192.89595,1
4418,55,94,40071,Own,Compact,31382.82093,0
17609,46,75,38269,Rent,Large,21528.87637,1
16749,30,59,34015,Own,Compact,15066.62873,0
15038,27,92,32964,Rent,Medium,9536.386096,0
4175,32,50,34666,Own,Large,15198.15997,0
23958,31,55,34335,Rent,Compact,39294.51281,0
12447,67,53,42052,Own,Compact,18867.73002,0
16419,27,73,32956,Rent,Medium,10822.11456,0
26137,65,55,41747,Own,Large,12666.99184,0
14405,45,59,38070,Own,Medium,25300.932630000003,0
26495,59,88,40761,Own,Medium,26705.47224,0
13413,51,98,39315,Own,Large,21537.27529,0
4846,39,70,36654,Rent,Compact,14565.903880000002,0
80,30,79,33993,Rent,Compact,25063.75455,0
10002,46,89,38300,Rent,Medium,23540.09045,0
21074,28,77,33327,Rent,Medium,10795.93529,0
27393,26,68,32564,Rent,Large,11934.68626,0
18699,43,69,37606,Own,Large,16636.221080000003,0
13308,34,73,35272,Own,Compact,19474.14324,0
14922,51,51,39318,Rent,Large,32709.57814,1
28188,52,86,39514,Own,Compact,16598.55705,0
1718,27,71,32960,Rent,Medium,6729.964988,0
193,39,74,36639,Rent,Compact,19699.5148,1
3702,43,97,37612,Own,Compact,28954.334410000003,0
2571,52,88,39520,Own,Medium,22859.0561,0
3279,49,93,38929,Own,Compact,11712.4085,0
